,Unnamed: 0,prev_text,current_text,source,literal expression suggestion 1,Good or Not? ,Unnamed: 6,target,third note,literal expression suggestion 2,verbose literal expression,notes,Unnamed: 12,pos,source_pos
81,81,As for the point of a gun....I'm not sure what you're getting at.,"A gun, in my opinion, is a tool.
      ",tool,weapon,n,0.0,object,,object,"device, machine",,,"[('A', 'DET'), ('gun', 'NOUN'), (',', 'PUNCT'), ('in', 'ADP'), ('my', 'PRON'), ('opinion', 'NOUN'), (',', 'PUNCT'), ('is', 'AUX'), ('a', 'DET'), ('tool', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
82,82,"(According to the Bureau of Alcohol, Tobacco, Firearms and Explosives, about 1 percent of gun dealers supply almost 60 percent of guns used in crimes.)","And he has focused on gun suppression: There was a 13 percent increase in gun arrests in the city from 2005 to 2006.
      ",suppression,reduction,y,1.0,reduction,,,,,,"[('And', 'CCONJ'), ('he', 'PRON'), ('has', 'AUX'), ('focused', 'VERB'), ('on', 'ADP'), ('gun', 'NOUN'), ('suppression', 'NOUN'), (':', 'PUNCT'), ('There', 'PRON'), ('was', 'VERB'), ('a', 'DET'), ('13', 'NUM'), ('percent', 'NOUN'), ('increase', 'NOUN'), ('in', 'ADP'), ('gun', 'NOUN'), ('arrests', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('city', 'NOUN'), ('from', 'ADP'), ('2005', 'NUM'), ('to', 'ADP'), ('2006', 'NUM'), ('\r\n      ', 'SPACE')]",NOUN
83,83,"They're harder to make accurate (although it's still very possible), wear the frame in unfortunate ways, tend to cost more, are harder to field strip, and require a non-standard recoil system that provides no benefit over the original GI system.","In 3"" guns they're about the only option, but 3"" guns are a sinkhole of unreliability anyways.
      ",sinkhole,large amount of money,n,0.0,waste,prime example. ,waste,,,,"[('In', 'ADP'), ('3', 'NUM'), ('""', 'PUNCT'), ('guns', 'NOUN'), ('they', 'PRON'), (""'re"", 'AUX'), ('about', 'ADP'), ('the', 'DET'), ('only', 'ADJ'), ('option', 'NOUN'), (',', 'PUNCT'), ('but', 'CCONJ'), ('3', 'NUM'), ('""', 'PUNCT'), ('guns', 'NOUN'), ('are', 'AUX'), ('a', 'DET'), ('sinkhole', 'NOUN'), ('of', 'ADP'), ('unreliability', 'NOUN'), ('anyways', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
84,84,"Today, about 32 percent of the population live below the poverty line.","Preliminary findings of ADB's Poverty Analysis in Pakistan show extreme pockets of poverty in rural Sindh and southern Punjab, whereas the whole province of Balochistan is poor by all indicators of poverty and development.
      ",pockets,areas,y,1.0,areas,,,small areas,,,"[('Preliminary', 'ADJ'), ('findings', 'NOUN'), ('of', 'ADP'), ('ADB', 'PROPN'), (""'s"", 'PART'), ('Poverty', 'PROPN'), ('Analysis', 'PROPN'), ('in', 'ADP'), ('Pakistan', 'PROPN'), ('show', 'VERB'), ('extreme', 'ADJ'), ('pockets', 'NOUN'), ('of', 'ADP'), ('poverty', 'NOUN'), ('in', 'ADP'), ('rural', 'ADJ'), ('Sindh', 'PROPN'), ('and', 'CCONJ'), ('southern', 'ADJ'), ('Punjab', 'PROPN'), (',', 'PUNCT'), ('whereas', 'SCONJ'), ('the', 'DET'), ('whole', 'ADJ'), ('province', 'NOUN'), ('of', 'ADP'), ('Balochistan', 'PROPN'), ('is', 'AUX'), ('poor', 'ADJ'), ('by', 'ADP'), ('all', 'DET'), ('indicators', 'NOUN'), ('of', 'ADP'), ('poverty', 'NOUN'), ('and', 'CCONJ'), ('development', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
85,85,"Transportation and exchange are properly included in production, being a part of the process in which natural objects are by the exertion of human labor better fitted to satisfy the desires of man.","08 Nor yet again is there any logical reason in the division of the field of the science of political economy for following that department which treats of the distribution of wealth with other departments treating of the consumption of wealth or of taxation, as is done by some of the minor and more recent writers.
      ",consumption,use,y,1.0,use,,utilization,,,,"[('08', 'NUM'), ('Nor', 'CCONJ'), ('yet', 'ADV'), ('again', 'ADV'), ('is', 'AUX'), ('there', 'PRON'), ('any', 'DET'), ('logical', 'ADJ'), ('reason', 'NOUN'), ('in', 'ADP'), ('the', 'DET'), ('division', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('field', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('science', 'NOUN'), ('of', 'ADP'), ('political', 'ADJ'), ('economy', 'NOUN'), ('for', 'ADP'), ('following', 'VERB'), ('that', 'DET'), ('department', 'NOUN'), ('which', 'PRON'), ('treats', 'VERB'), ('of', 'ADP'), ('the', 'DET'), ('distribution', 'NOUN'), ('of', 'ADP'), ('wealth', 'NOUN'), ('with', 'ADP'), ('other', 'ADJ'), ('departments', 'NOUN'), ('treating', 'VERB'), ('of', 'ADP'), ('the', 'DET'), ('consumption', 'NOUN'), ('of', 'ADP'), ('wealth', 'NOUN'), ('or', 'CCONJ'), ('of', 'ADP'), ('taxation', 'NOUN'), (',', 'PUNCT'), ('as', 'SCONJ'), ('is', 'AUX'), ('done', 'VERB'), ('by', 'ADP'), ('some', 'PRON'), ('of', 'ADP'), ('the', 'DET'), ('minor', 'ADJ'), ('and', 'CCONJ'), ('more', 'ADV'), ('recent', 'ADJ'), ('writers', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
86,86,".He argues that The Daily Show, in particular, can be characterized through a “deliberative theory of democracy”.He expands upon this in claiming, “only civil and honest conversation can provide the legitimate foundation for government (120).Is this an","accurate characterization?In other words, have we reached the apex of democracy in which citizens are mobilized to provide a foundation for government?What about the people who do not watch Stewart or Colbert?Should we ignore them and emphasize that the existence of these programs
      ",apex,ideal form,y,1.0,ideal form,,types,ideal type,,,"[('accurate', 'ADJ'), ('characterization?In', 'ADJ'), ('other', 'ADJ'), ('words', 'NOUN'), (',', 'PUNCT'), ('have', 'AUX'), ('we', 'PRON'), ('reached', 'VERB'), ('the', 'DET'), ('apex', 'NOUN'), ('of', 'ADP'), ('democracy', 'NOUN'), ('in', 'ADP'), ('which', 'PRON'), ('citizens', 'NOUN'), ('are', 'AUX'), ('mobilized', 'VERB'), ('to', 'PART'), ('provide', 'VERB'), ('a', 'DET'), ('foundation', 'NOUN'), ('for', 'ADP'), ('government?What', 'NOUN'), ('about', 'ADP'), ('the', 'DET'), ('people', 'NOUN'), ('who', 'PRON'), ('do', 'AUX'), ('not', 'PART'), ('watch', 'VERB'), ('Stewart', 'PROPN'), ('or', 'CCONJ'), ('Colbert?Should', 'AUX'), ('we', 'PRON'), ('ignore', 'VERB'), ('them', 'PRON'), ('and', 'CCONJ'), ('emphasize', 'VERB'), ('that', 'SCONJ'), ('the', 'DET'), ('existence', 'NOUN'), ('of', 'ADP'), ('these', 'DET'), ('programs', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
87,87,[EMPTY],"The first panel will consider the increasing attempts to use technology to enhance regulatory capacity, both by using it to improve government capacity for decisionmaking and monitoring, and by employing “code” as a regulatory tool in addition to formal law.
    ",capacity,query amount,n,0.0,ability,not that metaphorical,ability,,,,"[('The', 'DET'), ('first', 'ADJ'), ('panel', 'NOUN'), ('will', 'AUX'), ('consider', 'VERB'), ('the', 'DET'), ('increasing', 'VERB'), ('attempts', 'NOUN'), ('to', 'PART'), ('use', 'VERB'), ('technology', 'NOUN'), ('to', 'PART'), ('enhance', 'VERB'), ('regulatory', 'ADJ'), ('capacity', 'NOUN'), (',', 'PUNCT'), ('both', 'CCONJ'), ('by', 'ADP'), ('using', 'VERB'), ('it', 'PRON'), ('to', 'PART'), ('improve', 'VERB'), ('government', 'NOUN'), ('capacity', 'NOUN'), ('for', 'ADP'), ('decisionmaking', 'VERB'), ('and', 'CCONJ'), ('monitoring', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('by', 'ADP'), ('employing', 'VERB'), ('“', 'PUNCT'), ('code', 'NOUN'), ('”', 'PUNCT'), ('as', 'ADP'), ('a', 'DET'), ('regulatory', 'ADJ'), ('tool', 'NOUN'), ('in', 'ADP'), ('addition', 'NOUN'), ('to', 'ADP'), ('formal', 'ADJ'), ('law', 'NOUN'), ('\r\n    ', 'SPACE')]",NOUN
88,88,"""It's extraordinary for a governor to put so much of his political capital on a pair of ballot propositions, particularly this early in the governorship,"" said Jack Pitney, a professor of government at Claremont McKenna College.","""It's a calculated risk, because if they go down, the state will have even bigger fiscal problems, and his reputation for ballot-box magic will take a hit.""
      ",magic,political influence or skill,y,1.0,success,,success,ability,,,"[('""', 'PUNCT'), ('It', 'PRON'), (""'s"", 'AUX'), ('a', 'DET'), ('calculated', 'ADJ'), ('risk', 'NOUN'), (',', 'PUNCT'), ('because', 'SCONJ'), ('if', 'SCONJ'), ('they', 'PRON'), ('go', 'VERB'), ('down', 'ADV'), (',', 'PUNCT'), ('the', 'DET'), ('state', 'NOUN'), ('will', 'AUX'), ('have', 'VERB'), ('even', 'ADV'), ('bigger', 'ADJ'), ('fiscal', 'ADJ'), ('problems', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('his', 'PRON'), ('reputation', 'NOUN'), ('for', 'ADP'), ('ballot', 'NOUN'), ('box', 'NOUN'), ('magic', 'NOUN'), ('will', 'AUX'), ('take', 'VERB'), ('a', 'DET'), ('hit', 'NOUN'), ('""', 'PUNCT'), ('\r\n      ', 'SPACE')]",NOUN
89,89,But Fredericksburg offered both North and South an important lesson about using old tactics against new weapons.,"In the days of smoothbore muskets, soldiers compensated for the guns’ inaccuracy by standing shoulder to shoulder and firing in unison, creating a wall of bullets.
      ",wall,volley of bullets,y,1.0,volley,,volley,,,,"[('In', 'ADP'), ('the', 'DET'), ('days', 'NOUN'), ('of', 'ADP'), ('smoothbore', 'ADJ'), ('muskets', 'NOUN'), (',', 'PUNCT'), ('soldiers', 'NOUN'), ('compensated', 'VERB'), ('for', 'ADP'), ('the', 'DET'), ('guns', 'NOUN'), ('’', 'PART'), ('inaccuracy', 'NOUN'), ('by', 'ADP'), ('standing', 'VERB'), ('shoulder', 'NOUN'), ('to', 'ADP'), ('shoulder', 'NOUN'), ('and', 'CCONJ'), ('firing', 'VERB'), ('in', 'ADP'), ('unison', 'NOUN'), (',', 'PUNCT'), ('creating', 'VERB'), ('a', 'DET'), ('wall', 'NOUN'), ('of', 'ADP'), ('bullets', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
90,90,To his delight he finds that when he holds it by the barrel he can crush things and break them better than with his wooden mallet.,"To him, the gun is a hammer.
      ",hammer,not metaphorical,n,0.0,tool,solution,tool,implement,,,"[('To', 'ADP'), ('him', 'PRON'), (',', 'PUNCT'), ('the', 'DET'), ('gun', 'NOUN'), ('is', 'AUX'), ('a', 'DET'), ('hammer', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
91,91,It’s that running for president makes you stiff.,"Message control is paramount to modern campaigns, but it’s also a candidate’s straitjacket hemmed in by voter interests, poll-tested buzz words, and obligatory nods to patriotism and family.
      ",straitjacket,constraints,y,1.0,constraints,,limitations,,,,"[('Message', 'NOUN'), ('control', 'NOUN'), ('is', 'AUX'), ('paramount', 'ADJ'), ('to', 'ADP'), ('modern', 'ADJ'), ('campaigns', 'NOUN'), (',', 'PUNCT'), ('but', 'CCONJ'), ('it', 'PRON'), ('’s', 'VERB'), ('also', 'ADV'), ('a', 'DET'), ('candidate', 'NOUN'), ('’s', 'PART'), ('straitjacket', 'NOUN'), ('hemmed', 'VERB'), ('in', 'ADP'), ('by', 'ADP'), ('voter', 'NOUN'), ('interests', 'NOUN'), (',', 'PUNCT'), ('poll', 'NOUN'), ('tested', 'VERB'), ('buzz', 'ADJ'), ('words', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('obligatory', 'ADJ'), ('nods', 'VERB'), ('to', 'ADP'), ('patriotism', 'NOUN'), ('and', 'CCONJ'), ('family', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
92,92,"The analysts also give warning that the kind of organised crime plaguing Russia could eventually take over the government of an Eastern or Central European country, and that countries in Africa and South Asia may find themselves ungoverned, as states wither away under pressure from security threats and diminishing resources..","The US intelligence community expects that terrorism would survive until 2025, but in slightly different form, suggesting that alQaeda's ""terrorist wave"" might be breaking up.
      ",wave,increase,y,1.0,trend,,trend,,,,"[('The', 'DET'), ('US', 'PROPN'), ('intelligence', 'NOUN'), ('community', 'NOUN'), ('expects', 'VERB'), ('that', 'SCONJ'), ('terrorism', 'NOUN'), ('would', 'AUX'), ('survive', 'VERB'), ('until', 'ADP'), ('2025', 'NUM'), (',', 'PUNCT'), ('but', 'CCONJ'), ('in', 'ADP'), ('slightly', 'ADV'), ('different', 'ADJ'), ('form', 'NOUN'), (',', 'PUNCT'), ('suggesting', 'VERB'), ('that', 'SCONJ'), ('alQaeda', 'PROPN'), (""'s"", 'PART'), ('""', 'PUNCT'), ('terrorist', 'ADJ'), ('wave', 'NOUN'), ('""', 'PUNCT'), ('might', 'AUX'), ('be', 'AUX'), ('breaking', 'VERB'), ('up', 'ADP'), ('\r\n      ', 'SPACE')]",NOUN
93,93,"Nonetheless, it has become painfully clear that many countries face a tremendous struggle to make democracy work.","It is all too common for countries attempting political transitions to achieve the forms but not the substance of democracy.
      ",substance,essence,y,1.0,essence,,,,,,"[('It', 'PRON'), ('is', 'AUX'), ('all', 'ADV'), ('too', 'ADV'), ('common', 'ADJ'), ('for', 'ADP'), ('countries', 'NOUN'), ('attempting', 'VERB'), ('political', 'ADJ'), ('transitions', 'NOUN'), ('to', 'PART'), ('achieve', 'VERB'), ('the', 'DET'), ('forms', 'NOUN'), ('but', 'CCONJ'), ('not', 'PART'), ('the', 'DET'), ('substance', 'NOUN'), ('of', 'ADP'), ('democracy', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
94,94,Jones suggested hiking the cost of ammunition.,"""And if you're not going to reduce the volume of guns, make the ammunition expensive so that every time you point a gun at somebody and you're going to pull the trigger, think, is that life worth $5,000 for a bullet?""
      ",volume,number,y,1.0,amount,,amount,,,,"[('""', 'PUNCT'), ('And', 'CCONJ'), ('if', 'SCONJ'), ('you', 'PRON'), (""'re"", 'AUX'), ('not', 'PART'), ('going', 'VERB'), ('to', 'PART'), ('reduce', 'VERB'), ('the', 'DET'), ('volume', 'NOUN'), ('of', 'ADP'), ('guns', 'NOUN'), (',', 'PUNCT'), ('make', 'VERB'), ('the', 'DET'), ('ammunition', 'NOUN'), ('expensive', 'ADJ'), ('so', 'SCONJ'), ('that', 'SCONJ'), ('every', 'DET'), ('time', 'NOUN'), ('you', 'PRON'), ('point', 'VERB'), ('a', 'DET'), ('gun', 'NOUN'), ('at', 'ADP'), ('somebody', 'PRON'), ('and', 'CCONJ'), ('you', 'PRON'), (""'re"", 'AUX'), ('going', 'VERB'), ('to', 'PART'), ('pull', 'VERB'), ('the', 'DET'), ('trigger', 'NOUN'), (',', 'PUNCT'), ('think', 'VERB'), (',', 'PUNCT'), ('is', 'AUX'), ('that', 'DET'), ('life', 'NOUN'), ('worth', 'ADJ'), ('5,000', 'NUM'), ('for', 'ADP'), ('a', 'DET'), ('bullet', 'NOUN'), ('?', 'PUNCT'), ('""', 'PUNCT'), ('\r\n      ', 'SPACE')]",NOUN
95,95,But very often they are not.,"Instead, many religions simply accumulate countless millions of dollars in assets, including vast amounts of property, huge and lavish church buildings, and unceasing luxury for their leaders - this although virtually all religions teach that excessive wealth is a barrier to salvation.
      ",barrier,preventative,y,1.0,hindrance,,hindrance,obstacle,,,"[('Instead', 'ADV'), (',', 'PUNCT'), ('many', 'ADJ'), ('religions', 'NOUN'), ('simply', 'ADV'), ('accumulate', 'VERB'), ('countless', 'ADJ'), ('millions', 'NOUN'), ('of', 'ADP'), ('dollars', 'NOUN'), ('in', 'ADP'), ('assets', 'NOUN'), (',', 'PUNCT'), ('including', 'VERB'), ('vast', 'ADJ'), ('amounts', 'NOUN'), ('of', 'ADP'), ('property', 'NOUN'), (',', 'PUNCT'), ('huge', 'ADJ'), ('and', 'CCONJ'), ('lavish', 'ADJ'), ('church', 'NOUN'), ('buildings', 'NOUN'), (',', 'PUNCT'), ('and', 'CCONJ'), ('unceasing', 'VERB'), ('luxury', 'NOUN'), ('for', 'ADP'), ('their', 'PRON'), ('leaders', 'NOUN'), ('this', 'PRON'), ('although', 'SCONJ'), ('virtually', 'ADV'), ('all', 'DET'), ('religions', 'NOUN'), ('teach', 'VERB'), ('that', 'SCONJ'), ('excessive', 'ADJ'), ('wealth', 'NOUN'), ('is', 'AUX'), ('a', 'DET'), ('barrier', 'NOUN'), ('to', 'ADP'), ('salvation', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
96,96,"Under Brezhnev, in contrast to the Putin era, Russia’s most basic social indicators were all visibly deteriorating: the birth rate was shrinking, the murder rate was increasing, mortality was increasing, suicide was becoming more common, life expectancy was declining, and alcoholism was ever more prevalent and deadly.","Can the current combination of positive social change and government regression continue indefinitely?
      ",regression,decrease in social indicators,n,0.0,reduction,,reduction,,,,"[('Can', 'AUX'), ('the', 'DET'), ('current', 'ADJ'), ('combination', 'NOUN'), ('of', 'ADP'), ('positive', 'ADJ'), ('social', 'ADJ'), ('change', 'NOUN'), ('and', 'CCONJ'), ('government', 'NOUN'), ('regression', 'NOUN'), ('continue', 'VERB'), ('indefinitely', 'ADV'), ('?', 'PUNCT'), ('\r\n      ', 'SPACE')]",NOUN
97,97,"But the logical result of Keynesianism, the welfare state, cannot resolve the underlying contradictions of the capitalist mode of production even though it may, for a period, blunt their sharpest edges.","In the final analysis, Keynesianism became the economic design whereby the modern capitalist state assumed its present bureaucratic vastness and endemic parasitism.
      ",vastness,bureaucracy amount,n,0.0,size,,size,large size,,,"[('In', 'ADP'), ('the', 'DET'), ('final', 'ADJ'), ('analysis', 'NOUN'), (',', 'PUNCT'), ('Keynesianism', 'PROPN'), ('became', 'VERB'), ('the', 'DET'), ('economic', 'ADJ'), ('design', 'NOUN'), ('whereby', 'SCONJ'), ('the', 'DET'), ('modern', 'ADJ'), ('capitalist', 'ADJ'), ('state', 'NOUN'), ('assumed', 'VERB'), ('its', 'PRON'), ('present', 'ADJ'), ('bureaucratic', 'ADJ'), ('vastness', 'NOUN'), ('and', 'CCONJ'), ('endemic', 'ADJ'), ('parasitism', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
98,98,[EMPTY],"The unloading of bureaucracy could be achieved by ensuring a comprehensive and understandable map of qualifications and a range of informed brokerage services.
    ",unloading,simplification,y,1.0,simplification,,reduction,,,,"[('The', 'DET'), ('unloading', 'NOUN'), ('of', 'ADP'), ('bureaucracy', 'NOUN'), ('could', 'AUX'), ('be', 'AUX'), ('achieved', 'VERB'), ('by', 'ADP'), ('ensuring', 'VERB'), ('a', 'DET'), ('comprehensive', 'ADJ'), ('and', 'CCONJ'), ('understandable', 'ADJ'), ('map', 'NOUN'), ('of', 'ADP'), ('qualifications', 'NOUN'), ('and', 'CCONJ'), ('a', 'DET'), ('range', 'NOUN'), ('of', 'ADP'), ('informed', 'VERB'), ('brokerage', 'NOUN'), ('services', 'NOUN'), ('\r\n    ', 'SPACE')]",NOUN
99,99,"Stabilization of its monopoly role in the power-brokerage marketplace. The rest of society, with few and insignificant exceptions, complies with the demands of government, even to the extent of mirroring one of its worst features, the use of hierarchy as a mechanism for power-brokerage, within the structures of virtually all our institutions, both public and private.","Thus it is that humanity today labors under the burden of a vast parasite, which, left unchecked, will do what all parasites do: it will destroy its host, even though its own survival depends upon the health of its host.  Today the parasite of government has the power to turn our entire planet into a radioactive cinder, unfit to sustain any kind of life as we know it.  As things stand now, it is likely to do this. But maybe it’s not too late. Maybe, by using HoloMatic institutions comprised of ethical Octologues, we can pull ourselves back from the brink of disaster and transform human society into a sustainable thriving whole.
      ",parasite,bureaucracy ,n,0.0,detriment,,detriment,,,Corrected annotation to literal interpretation (changed to n),"[('Thus', 'ADV'), ('it', 'PRON'), ('is', 'AUX'), ('that', 'PRON'), ('humanity', 'NOUN'), ('today', 'NOUN'), ('labors', 'NOUN'), ('under', 'ADP'), ('the', 'DET'), ('burden', 'NOUN'), ('of', 'ADP'), ('a', 'DET'), ('vast', 'ADJ'), ('parasite', 'NOUN'), (',', 'PUNCT'), ('which', 'PRON'), (',', 'PUNCT'), ('left', 'VERB'), ('unchecked', 'ADJ'), (',', 'PUNCT'), ('will', 'AUX'), ('do', 'VERB'), ('what', 'PRON'), ('all', 'DET'), ('parasites', 'NOUN'), ('do', 'VERB'), (':', 'PUNCT'), ('it', 'PRON'), ('will', 'AUX'), ('destroy', 'VERB'), ('its', 'PRON'), ('host', 'NOUN'), (',', 'PUNCT'), ('even', 'ADV'), ('though', 'SCONJ'), ('its', 'PRON'), ('own', 'ADJ'), ('survival', 'NOUN'), ('depends', 'VERB'), ('upon', 'SCONJ'), ('the', 'DET'), ('health', 'NOUN'), ('of', 'ADP'), ('its', 'PRON'), ('host', 'NOUN'), ('\xa0 ', 'SPACE'), ('Today', 'NOUN'), ('the', 'DET'), ('parasite', 'NOUN'), ('of', 'ADP'), ('government', 'NOUN'), ('has', 'VERB'), ('the', 'DET'), ('power', 'NOUN'), ('to', 'PART'), ('turn', 'VERB'), ('our', 'PRON'), ('entire', 'ADJ'), ('planet', 'NOUN'), ('into', 'ADP'), ('a', 'DET'), ('radioactive', 'ADJ'), ('cinder', 'NOUN'), (',', 'PUNCT'), ('unfit', 'ADJ'), ('to', 'PART'), ('sustain', 'VERB'), ('any', 'DET'), ('kind', 'NOUN'), ('of', 'ADP'), ('life', 'NOUN'), ('as', 'SCONJ'), ('we', 'PRON'), ('know', 'VERB'), ('it', 'PRON'), ('\xa0 ', 'SPACE'), ('As', 'SCONJ'), ('things', 'NOUN'), ('stand', 'VERB'), ('now', 'ADV'), (',', 'PUNCT'), ('it', 'PRON'), ('is', 'AUX'), ('likely', 'ADJ'), ('to', 'PART'), ('do', 'VERB'), ('this', 'PRON'), ('But', 'CCONJ'), ('maybe', 'ADV'), ('it', 'PRON'), ('’s', 'VERB'), ('not', 'PART'), ('too', 'ADV'), ('late', 'ADJ'), ('Maybe', 'ADV'), (',', 'PUNCT'), ('by', 'ADP'), ('using', 'VERB'), ('HoloMatic', 'PROPN'), ('institutions', 'NOUN'), ('comprised', 'VERB'), ('of', 'ADP'), ('ethical', 'ADJ'), ('Octologues', 'PROPN'), (',', 'PUNCT'), ('we', 'PRON'), ('can', 'AUX'), ('pull', 'VERB'), ('ourselves', 'PRON'), ('back', 'ADV'), ('from', 'ADP'), ('the', 'DET'), ('brink', 'NOUN'), ('of', 'ADP'), ('disaster', 'NOUN'), ('and', 'CCONJ'), ('transform', 'VERB'), ('human', 'ADJ'), ('society', 'NOUN'), ('into', 'ADP'), ('a', 'DET'), ('sustainable', 'ADJ'), ('thriving', 'VERB'), ('whole', 'NOUN'), ('\r\n      ', 'SPACE')]",NOUN
